crop,storage_type,freshness_score,temperature,humidity,has_rotten_data,raw_days,spoilage_label
okra,room_temp,0.4897,20.48,59.08,1,1.62,1-2 days
okra,room_temp,0.2637,30.37,38.37,1,0.5,0-1 days
okra,refrigerator,0.5802,4.68,81.21,1,3.75,2-4 days
okra,room_temp,0.3736,40.96,92.96,1,0.5,0-1 days
okra,refrigerator,0.4497,6.33,83.43,1,4.28,4-7 days
okra,refrigerator,0.4892,4.32,82.98,1,4.76,4-7 days
okra,refrigerator,0.0883,4.4,82.91,1,2.45,2-4 days
okra,room_temp,0.2961,24.62,49.97,1,0.8,0-1 days
okra,room_temp,0.4521,22.56,62.99,1,1.87,1-2 days
okra,refrigerator,0.3486,4.1,85.5,1,3.79,2-4 days
okra,room_temp,0.0756,34.81,75.48,1,0.5,0-1 days
okra,refrigerator,0.8213,4.44,93.14,1,6.16,4-7 days
okra,refrigerator,0.8053,8.0,82.68,1,5.1,4-7 days
okra,refrigerator,0.4343,2.21,91.03,1,3.58,2-4 days
okra,freezer,0.8881,-14.78,67.2,1,67.7,7+ days
okra,refrigerator,0.3299,3.81,80.29,1,3.29,2-4 days
okra,room_temp,0.335,29.93,38.61,1,0.5,0-1 days
okra,room_temp,0.0903,40.49,80.71,1,0.5,0-1 days
okra,room_temp,0.1646,31.33,82.42,1,0.5,0-1 days
okra,room_temp,0.4473,40.81,85.86,1,0.5,0-1 days
okra,room_temp,0.101,23.27,47.61,1,0.84,0-1 days
okra,refrigerator,0.1968,3.69,89.67,1,2.6,2-4 days
okra,refrigerator,0.1148,7.1,86.51,1,1.87,1-2 days
okra,room_temp,0.0984,25.44,87.06,1,0.5,0-1 days
okra,room_temp,0.1717,24.54,61.73,1,1.0,1-2 days
okra,freezer,0.6016,-16.5,69.58,1,58.22,7+ days
okra,freezer,0.8245,-17.93,54.73,1,41.61,7+ days
okra,refrigerator,0.134,6.2,85.33,1,2.99,2-4 days
okra,room_temp,0.6178,29.09,70.37,1,1.36,1-2 days
okra,freezer,0.4623,-17.75,65.7,1,52.1,7+ days
okra,room_temp,0.1517,26.06,70.54,1,0.54,0-1 days
okra,refrigerator,0.8541,7.38,80.51,1,6.05,4-7 days
okra,freezer,0.5781,-19.4,55.18,1,57.97,7+ days
okra,freezer,0.8797,-13.92,65.99,1,76.61,7+ days
okra,refrigerator,0.9235,6.63,84.0,1,6.01,4-7 days
okra,room_temp,0.1003,41.2,83.66,1,0.5,0-1 days
okra,room_temp,0.158,37.14,56.04,1,0.5,0-1 days
okra,refrigerator,0.1209,7.33,82.21,1,2.33,2-4 days
okra,room_temp,0.2576,28.1,87.0,1,0.5,0-1 days
okra,room_temp,0.145,36.07,43.13,1,0.5,0-1 days
okra,room_temp,0.1621,18.86,40.42,1,1.09,1-2 days
okra,refrigerator,0.1173,2.2,82.33,1,2.45,2-4 days
okra,room_temp,0.1348,25.87,75.96,1,0.56,0-1 days
okra,freezer,0.3916,-17.62,64.33,1,43.21,7+ days
okra,refrigerator,0.8796,2.58,81.28,1,6.52,4-7 days
okra,refrigerator,0.2623,6.49,91.1,1,2.65,2-4 days
okra,freezer,0.8721,-13.49,53.61,1,49.49,7+ days
okra,room_temp,0.3269,19.8,77.49,1,0.65,0-1 days
okra,room_temp,0.371,23.39,65.08,1,0.9,0-1 days
okra,refrigerator,0.5305,6.54,81.04,1,4.44,4-7 days
okra,refrigerator,0.5845,6.02,92.48,1,5.19,4-7 days
okra,refrigerator,0.2533,2.15,85.03,1,2.82,2-4 days
okra,refrigerator,0.4455,5.11,87.23,1,3.22,2-4 days
okra,room_temp,0.0932,25.86,67.54,1,0.76,0-1 days
okra,room_temp,0.2149,26.08,60.84,1,0.81,0-1 days
okra,room_temp,0.0848,37.15,78.12,1,0.5,0-1 days
okra,room_temp,0.2017,29.3,89.11,1,0.5,0-1 days
okra,room_temp,0.3727,34.66,94.17,1,0.5,0-1 days
okra,room_temp,0.466,31.58,88.81,1,0.5,0-1 days
okra,room_temp,0.17,31.42,71.17,1,0.5,0-1 days
okra,room_temp,0.2357,20.96,65.05,1,1.2,1-2 days
okra,room_temp,0.4109,27.33,86.6,1,0.5,0-1 days
okra,refrigerator,0.1755,4.33,89.39,1,2.69,2-4 days
okra,refrigerator,0.5087,7.2,94.58,1,4.86,4-7 days
okra,room_temp,0.3622,25.28,90.47,1,0.74,0-1 days
okra,refrigerator,0.2587,2.59,94.28,1,2.77,2-4 days
okra,room_temp,0.3756,25.06,36.73,1,1.16,1-2 days
okra,refrigerator,0.7053,5.85,85.81,1,5.04,4-7 days
okra,room_temp,0.1571,33.76,89.73,1,0.5,0-1 days
okra,room_temp,0.1842,35.54,68.0,1,0.5,0-1 days
okra,room_temp,0.085,29.29,89.58,1,0.5,0-1 days
okra,refrigerator,0.4727,5.95,91.84,1,3.47,2-4 days
okra,room_temp,0.1224,30.95,81.45,1,0.5,0-1 days
okra,refrigerator,0.497,2.57,86.25,1,3.57,2-4 days
okra,freezer,0.7144,-15.33,50.54,1,71.2,7+ days
okra,freezer,0.9008,-16.6,65.24,1,65.62,7+ days
okra,room_temp,0.1228,31.62,71.89,1,0.51,0-1 days
okra,room_temp,0.2346,32.4,35.12,1,0.74,0-1 days
okra,freezer,0.6493,-12.08,65.95,1,49.3,7+ days
okra,room_temp,0.3549,25.49,46.42,1,0.81,0-1 days
okra,refrigerator,0.1796,2.17,93.83,1,2.17,2-4 days
okra,refrigerator,0.868,3.45,92.0,1,5.94,4-7 days
okra,room_temp,0.124,18.43,46.87,1,1.01,1-2 days
okra,room_temp,0.2102,39.88,81.27,1,0.5,0-1 days
okra,refrigerator,0.9063,5.38,85.92,1,6.08,4-7 days
okra,room_temp,0.2482,32.75,49.34,1,0.78,0-1 days
okra,refrigerator,0.5304,5.27,89.95,1,3.66,2-4 days
okra,room_temp,0.4959,33.1,83.45,1,0.55,0-1 days
okra,refrigerator,0.8516,3.37,89.42,1,6.18,4-7 days
okra,room_temp,0.5066,40.31,80.18,1,0.5,0-1 days
okra,refrigerator,0.1041,2.54,82.65,1,2.19,2-4 days
okra,room_temp,0.6379,31.01,53.74,1,0.65,0-1 days
okra,room_temp,0.1054,41.73,40.21,1,0.5,0-1 days
okra,room_temp,0.3279,34.89,91.63,1,0.5,0-1 days
okra,refrigerator,0.7785,6.72,81.92,1,4.77,4-7 days
okra,room_temp,0.4957,33.43,37.61,1,0.5,0-1 days
okra,freezer,0.4145,-16.02,61.12,1,51.93,7+ days
okra,refrigerator,0.8464,3.32,93.24,1,6.39,4-7 days
okra,room_temp,0.1647,32.13,81.85,1,0.5,0-1 days
okra,freezer,0.5595,-18.64,51.67,1,34.77,7+ days
okra,refrigerator,0.7715,6.88,88.0,1,4.91,4-7 days
okra,room_temp,0.2423,28.53,82.76,1,0.5,0-1 days
okra,refrigerator,0.0583,5.52,81.54,1,2.31,2-4 days
okra,room_temp,0.2423,31.93,86.79,1,0.5,0-1 days
okra,freezer,0.6114,-14.12,62.5,1,40.73,7+ days
okra,room_temp,0.2642,38.03,39.71,1,0.5,0-1 days
okra,refrigerator,0.3114,7.61,90.61,1,3.35,2-4 days
okra,refrigerator,0.218,5.9,87.34,1,2.19,2-4 days
okra,freezer,0.5914,-16.06,59.87,1,63.96,7+ days
okra,room_temp,0.1615,34.93,69.1,1,0.5,0-1 days
okra,room_temp,0.1857,34.32,71.23,1,0.5,0-1 days
okra,refrigerator,0.8489,2.59,94.69,1,5.2,4-7 days
okra,room_temp,0.5028,24.39,44.4,1,1.15,1-2 days
okra,room_temp,0.5034,19.51,93.15,1,0.77,0-1 days
okra,room_temp,0.5837,37.71,76.71,1,0.5,0-1 days
okra,freezer,0.6949,-14.38,56.29,1,68.63,7+ days
okra,room_temp,0.1541,26.7,46.62,1,1.13,1-2 days
okra,freezer,0.6026,-12.55,55.78,1,39.38,7+ days
okra,room_temp,0.2214,36.54,78.97,1,0.5,0-1 days
okra,room_temp,0.1303,18.97,61.21,1,0.97,0-1 days
okra,room_temp,0.1637,40.19,63.71,1,0.5,0-1 days
okra,room_temp,0.075,31.63,38.26,1,0.5,0-1 days
okra,refrigerator,0.5073,5.3,93.91,1,3.86,2-4 days
okra,room_temp,0.1673,25.13,41.09,1,1.08,1-2 days
okra,room_temp,0.0873,34.84,55.29,1,0.5,0-1 days
okra,freezer,0.7896,-10.68,57.72,1,55.03,7+ days
okra,room_temp,0.4535,24.3,88.89,1,1.17,1-2 days
okra,refrigerator,0.3325,5.6,87.74,1,2.81,2-4 days
okra,freezer,0.6294,-14.67,54.52,1,52.69,7+ days
okra,refrigerator,0.7165,2.1,87.83,1,4.86,4-7 days
okra,refrigerator,0.2429,2.53,88.47,1,2.39,2-4 days
okra,room_temp,0.2208,18.77,58.22,1,0.93,0-1 days
okra,refrigerator,0.9111,5.54,82.95,1,5.45,4-7 days
okra,room_temp,0.1496,33.76,43.65,1,0.5,0-1 days
okra,refrigerator,0.7441,4.05,91.5,1,6.16,4-7 days
okra,refrigerator,0.775,6.85,86.06,1,4.46,4-7 days
okra,freezer,0.8681,-10.7,67.46,1,72.84,7+ days
okra,room_temp,0.4189,37.39,81.93,1,0.5,0-1 days
okra,freezer,0.9163,-13.96,54.58,1,46.12,7+ days
okra,freezer,0.8182,-10.55,59.09,1,66.85,7+ days
okra,room_temp,0.2966,30.72,61.24,1,0.98,0-1 days
okra,room_temp,0.0961,18.95,48.2,1,0.67,0-1 days
okra,refrigerator,0.8673,5.52,90.14,1,5.03,4-7 days
okra,refrigerator,0.153,6.0,89.53,1,2.12,2-4 days
okra,refrigerator,0.0929,2.81,82.75,1,2.29,2-4 days
okra,refrigerator,0.9386,3.26,82.62,1,5.76,4-7 days
okra,room_temp,0.1903,38.81,84.69,1,0.5,0-1 days
okra,room_temp,0.2653,40.58,84.11,1,0.5,0-1 days
okra,room_temp,0.1683,32.15,53.99,1,0.5,0-1 days
okra,room_temp,0.2435,24.03,62.78,1,0.99,0-1 days
okra,room_temp,0.3313,38.88,92.99,1,0.5,0-1 days
okra,freezer,0.866,-15.74,68.39,1,72.09,7+ days
okra,refrigerator,0.4123,4.0,92.11,1,4.06,4-7 days
okra,refrigerator,0.4302,5.52,84.57,1,4.2,4-7 days
okra,room_temp,0.2705,28.7,65.64,1,1.01,1-2 days
okra,room_temp,0.1885,32.1,52.81,1,0.5,0-1 days
okra,room_temp,0.1074,22.35,55.09,1,0.64,0-1 days
okra,room_temp,0.4802,20.78,35.74,1,1.91,1-2 days
okra,room_temp,0.2111,31.32,41.47,1,0.5,0-1 days
okra,refrigerator,0.2503,2.71,89.63,1,3.5,2-4 days
okra,room_temp,0.1226,21.04,63.42,1,0.66,0-1 days
okra,room_temp,0.28,31.33,77.53,1,0.5,0-1 days
okra,freezer,0.7499,-15.17,53.63,1,55.57,7+ days
okra,room_temp,0.2014,28.34,80.94,1,0.78,0-1 days
okra,room_temp,0.4167,31.73,63.13,1,0.5,0-1 days
okra,room_temp,0.4246,37.26,37.23,1,0.5,0-1 days
okra,freezer,0.8945,-16.63,51.77,1,55.2,7+ days
okra,freezer,0.8563,-11.54,65.91,1,41.94,7+ days
okra,freezer,0.671,-17.53,61.8,1,40.72,7+ days
okra,refrigerator,0.7075,4.2,86.86,1,5.07,4-7 days
okra,refrigerator,0.5711,2.56,86.15,1,3.48,2-4 days
okra,freezer,0.6051,-11.4,53.16,1,46.84,7+ days
okra,freezer,0.7207,-11.45,59.77,1,55.36,7+ days
okra,refrigerator,0.1665,3.25,94.94,1,2.54,2-4 days
okra,room_temp,0.0177,24.12,40.65,1,0.94,0-1 days
okra,refrigerator,0.4368,3.07,88.1,1,4.15,4-7 days
okra,room_temp,0.431,36.69,78.46,1,0.5,0-1 days
okra,room_temp,0.2506,36.17,54.34,1,0.5,0-1 days
okra,room_temp,0.1486,29.78,71.28,1,0.8,0-1 days
okra,room_temp,0.5959,28.5,85.21,1,1.03,1-2 days
okra,room_temp,0.1713,27.85,82.23,1,0.77,0-1 days
okra,refrigerator,0.9469,2.83,86.8,1,7.11,7+ days
okra,freezer,0.6619,-11.67,60.3,1,46.04,7+ days
okra,room_temp,0.1968,35.44,74.4,1,0.5,0-1 days
okra,room_temp,0.0791,19.37,64.66,1,0.95,0-1 days
okra,room_temp,0.1002,32.22,91.18,1,0.5,0-1 days
okra,room_temp,0.2302,38.84,50.27,1,0.5,0-1 days
okra,refrigerator,0.6999,7.19,89.13,1,5.86,4-7 days
okra,freezer,0.6985,-12.88,51.14,1,43.25,7+ days
okra,refrigerator,0.923,2.21,93.34,1,5.55,4-7 days
okra,room_temp,0.2375,35.53,39.99,1,0.5,0-1 days
okra,refrigerator,0.2223,4.42,88.38,1,3.12,2-4 days
okra,refrigerator,0.849,7.51,83.97,1,5.43,4-7 days
okra,refrigerator,0.7147,2.21,93.76,1,4.1,4-7 days
okra,room_temp,0.3181,18.05,81.33,1,1.18,1-2 days
okra,refrigerator,0.7872,2.42,91.11,1,4.08,4-7 days
okra,room_temp,0.134,28.11,82.29,1,0.5,0-1 days
okra,refrigerator,0.5692,5.15,87.53,1,4.94,4-7 days
okra,refrigerator,0.4277,2.74,88.17,1,3.74,2-4 days
okra,room_temp,0.1219,34.97,58.91,1,0.5,0-1 days
okra,refrigerator,0.318,5.64,93.48,1,2.54,2-4 days
onion,room_temp,0.149,25.08,36.13,0,12.55,7+ days
onion,refrigerator,0.2432,6.23,82.93,0,33.05,7+ days
onion,refrigerator,0.9144,5.14,94.6,0,76.47,7+ days
onion,refrigerator,0.1537,5.39,90.48,0,26.09,7+ days
onion,refrigerator,0.6819,2.65,93.0,0,63.15,7+ days
onion,room_temp,0.203,31.21,44.14,0,11.35,7+ days
onion,refrigerator,0.0758,2.23,84.62,0,24.36,7+ days
onion,freezer,0.7329,-14.11,58.89,0,130.68,7+ days
onion,freezer,0.7113,-15.37,65.95,0,125.0,7+ days
onion,room_temp,0.23,23.27,83.99,0,12.25,7+ days
onion,freezer,0.8136,-13.74,51.57,0,139.95,7+ days
onion,refrigerator,0.3381,4.71,84.13,0,32.5,7+ days
onion,room_temp,0.0937,24.99,63.84,0,15.61,7+ days
onion,room_temp,0.4227,32.51,92.32,0,16.2,7+ days
onion,freezer,0.7997,-11.02,67.91,0,182.21,7+ days
onion,room_temp,0.3047,18.93,67.54,0,13.74,7+ days
onion,room_temp,0.1688,35.06,75.49,0,11.01,7+ days
onion,room_temp,0.2399,20.91,94.47,0,20.16,7+ days
onion,refrigerator,0.8356,6.13,82.61,0,52.06,7+ days
onion,freezer,0.8469,-13.73,61.68,0,225.32,7+ days
onion,room_temp,0.2787,36.34,69.68,0,21.96,7+ days
onion,refrigerator,0.9225,3.55,88.93,0,66.3,7+ days
onion,refrigerator,0.8705,3.75,86.08,0,75.86,7+ days
onion,freezer,0.799,-14.16,65.23,0,211.96,7+ days
onion,refrigerator,0.5657,4.81,83.91,0,47.66,7+ days
onion,freezer,0.423,-15.92,53.02,0,157.45,7+ days
onion,refrigerator,0.4317,3.3,90.94,0,29.51,7+ days
onion,room_temp,0.7467,38.78,79.76,0,20.1,7+ days
onion,refrigerator,0.7055,6.29,93.84,0,40.7,7+ days
onion,room_temp,0.154,35.71,60.44,0,16.19,7+ days
onion,room_temp,0.2587,32.1,91.81,0,14.73,7+ days
onion,refrigerator,0.2842,2.89,84.11,0,32.11,7+ days
onion,room_temp,0.2385,25.71,55.18,0,12.1,7+ days
onion,refrigerator,0.7966,3.36,84.66,0,73.52,7+ days
onion,room_temp,0.3898,39.65,53.88,0,24.15,7+ days
onion,room_temp,0.6012,40.16,81.29,0,29.66,7+ days
onion,refrigerator,0.4121,7.35,90.73,0,34.1,7+ days
onion,room_temp,0.2663,21.32,75.13,0,11.63,7+ days
onion,room_temp,0.8226,26.21,58.22,0,39.22,7+ days
onion,room_temp,0.1925,28.75,72.78,0,11.95,7+ days
onion,refrigerator,0.3934,2.64,91.39,0,35.05,7+ days
onion,freezer,0.794,-10.57,56.17,0,153.75,7+ days
onion,room_temp,0.6462,35.11,82.08,0,32.66,7+ days
onion,room_temp,0.3269,20.62,82.19,0,19.59,7+ days
onion,refrigerator,0.5565,4.19,86.86,0,33.12,7+ days
onion,room_temp,0.3289,24.91,83.85,0,11.63,7+ days
onion,freezer,0.5381,-18.54,69.31,0,172.56,7+ days
onion,room_temp,0.2484,38.92,77.49,0,17.81,7+ days
onion,refrigerator,0.7505,2.11,86.89,0,73.19,7+ days
onion,refrigerator,0.1837,2.18,93.81,0,29.15,7+ days
onion,room_temp,0.3224,20.0,78.9,0,24.16,7+ days
onion,room_temp,0.2958,26.36,56.4,0,11.16,7+ days
onion,refrigerator,0.8455,4.26,88.94,0,67.03,7+ days
onion,room_temp,0.197,24.08,89.74,0,17.17,7+ days
onion,room_temp,0.3208,18.87,84.31,0,19.51,7+ days
onion,refrigerator,0.7598,2.25,82.16,0,45.35,7+ days
onion,room_temp,0.2108,30.74,54.9,0,19.99,7+ days
onion,room_temp,0.211,19.29,52.98,0,13.89,7+ days
onion,refrigerator,0.2568,4.76,82.18,0,26.86,7+ days
onion,room_temp,0.2947,32.68,48.19,0,13.01,7+ days
onion,refrigerator,0.128,7.15,83.38,0,19.35,7+ days
onion,refrigerator,0.9428,6.12,91.33,0,74.49,7+ days
onion,room_temp,0.1562,31.36,39.16,0,11.16,7+ days
onion,freezer,0.5308,-10.09,58.65,0,173.99,7+ days
onion,room_temp,0.1507,35.07,84.87,0,10.98,7+ days
onion,room_temp,0.3068,18.63,59.68,0,15.49,7+ days
onion,room_temp,0.4521,19.88,75.96,0,15.93,7+ days
onion,room_temp,0.4242,37.59,63.79,0,23.73,7+ days
onion,room_temp,0.2215,18.06,81.77,0,10.0,7+ days
onion,freezer,0.4351,-18.11,50.41,0,168.22,7+ days
onion,refrigerator,0.6817,7.66,89.67,0,59.01,7+ days
onion,room_temp,0.0974,19.55,56.29,0,12.74,7+ days
onion,room_temp,0.5178,31.48,86.53,0,26.81,7+ days
onion,refrigerator,0.6262,6.24,87.52,0,60.69,7+ days
onion,room_temp,0.5689,28.25,64.63,0,25.16,7+ days
onion,room_temp,0.2968,39.64,87.03,0,15.83,7+ days
onion,room_temp,0.1345,24.54,60.61,0,10.3,7+ days
onion,room_temp,0.1045,39.15,76.84,0,9.0,7+ days
onion,room_temp,0.2349,30.49,47.81,0,9.81,7+ days
onion,refrigerator,0.2368,5.52,93.56,0,27.82,7+ days
onion,refrigerator,0.5599,4.31,80.12,0,36.87,7+ days
onion,refrigerator,0.2435,4.7,89.68,0,39.56,7+ days
onion,room_temp,0.1244,22.55,86.71,0,14.88,7+ days
onion,refrigerator,0.8605,4.9,93.75,0,66.18,7+ days
onion,refrigerator,0.3602,3.26,92.02,0,29.58,7+ days
onion,freezer,0.5435,-12.7,59.51,0,184.97,7+ days
onion,room_temp,0.0518,20.46,68.81,0,14.91,7+ days
onion,room_temp,0.4692,38.37,41.42,0,13.68,7+ days
onion,room_temp,0.4927,25.3,59.35,0,24.29,7+ days
onion,refrigerator,0.5598,6.0,82.25,0,49.08,7+ days
onion,room_temp,0.0859,30.4,73.99,0,7.66,7+ days
onion,refrigerator,0.3378,6.08,88.17,0,32.31,7+ days
onion,room_temp,0.586,30.12,93.67,0,30.6,7+ days
onion,room_temp,0.2904,20.05,44.88,0,20.54,7+ days
onion,room_temp,0.0797,21.96,62.05,0,16.01,7+ days
onion,room_temp,0.1317,27.06,39.45,0,12.6,7+ days
onion,refrigerator,0.1214,5.93,88.63,0,30.24,7+ days
onion,refrigerator,0.6798,4.13,80.54,0,53.08,7+ days
onion,room_temp,0.6547,40.82,38.36,0,24.23,7+ days
onion,freezer,0.6186,-10.9,69.5,0,118.09,7+ days
onion,room_temp,0.3322,35.58,50.42,0,20.11,7+ days
onion,room_temp,0.8972,23.62,85.32,0,23.21,7+ days
onion,refrigerator,0.5008,4.86,89.42,0,40.31,7+ days
onion,refrigerator,0.6964,6.8,89.16,0,68.96,7+ days
onion,refrigerator,0.9187,5.03,82.85,0,59.47,7+ days
onion,refrigerator,0.9033,7.17,93.32,0,53.35,7+ days
onion,freezer,0.8992,-15.17,62.81,0,170.72,7+ days
onion,refrigerator,0.3168,4.39,94.96,0,31.23,7+ days
onion,room_temp,0.0483,27.66,73.02,0,11.04,7+ days
onion,room_temp,0.2498,32.67,48.06,0,17.16,7+ days
onion,room_temp,0.5885,24.7,37.29,0,20.8,7+ days
onion,refrigerator,0.8363,5.76,94.09,0,78.21,7+ days
onion,room_temp,0.1278,28.62,64.56,0,14.04,7+ days
onion,room_temp,0.4532,31.57,40.12,0,19.68,7+ days
onion,room_temp,0.2332,20.52,47.86,0,20.36,7+ days
onion,refrigerator,0.0294,3.48,89.72,0,25.29,7+ days
onion,room_temp,0.207,38.63,89.77,0,13.35,7+ days
onion,freezer,0.8618,-18.95,51.12,0,166.35,7+ days
onion,refrigerator,0.6002,4.97,85.11,0,59.08,7+ days
onion,room_temp,0.1121,26.63,47.5,0,12.87,7+ days
onion,room_temp,0.0856,21.54,89.87,0,15.56,7+ days
onion,room_temp,0.3051,37.46,52.74,0,13.05,7+ days
onion,refrigerator,0.2058,6.13,88.57,0,26.52,7+ days
onion,refrigerator,0.5495,7.46,92.86,0,49.24,7+ days
onion,freezer,0.771,-14.26,56.98,0,187.76,7+ days
onion,room_temp,0.5394,37.78,65.68,0,19.73,7+ days
onion,freezer,0.7543,-18.5,68.73,0,141.41,7+ days
onion,room_temp,0.2511,39.53,47.86,0,10.28,7+ days
onion,freezer,0.7434,-13.72,66.84,0,145.87,7+ days
onion,freezer,0.7774,-17.67,66.25,0,201.57,7+ days
onion,room_temp,0.2766,30.32,50.01,0,11.36,7+ days
onion,room_temp,0.2188,18.82,86.59,0,18.41,7+ days
onion,room_temp,0.1158,21.92,53.27,0,11.33,7+ days
onion,refrigerator,0.4712,5.12,83.09,0,34.32,7+ days
onion,refrigerator,0.2426,6.56,91.42,0,31.64,7+ days
onion,refrigerator,0.197,5.38,89.31,0,23.68,7+ days
onion,refrigerator,0.691,6.15,88.85,0,37.19,7+ days
onion,room_temp,0.0295,21.17,89.06,0,8.53,7+ days
onion,refrigerator,0.4039,3.36,80.19,0,38.42,7+ days
onion,room_temp,0.1919,29.04,59.62,0,13.37,7+ days
onion,room_temp,0.3235,27.95,42.05,0,14.63,7+ days
onion,room_temp,0.4211,31.14,56.2,0,25.05,7+ days
onion,refrigerator,0.9282,6.75,84.8,0,71.27,7+ days
onion,freezer,0.7809,-16.74,68.25,0,165.59,7+ days
onion,room_temp,0.1614,18.94,78.07,0,12.06,7+ days
onion,room_temp,0.1656,39.74,43.78,0,10.27,7+ days
onion,room_temp,0.5356,31.47,56.19,0,26.1,7+ days
onion,refrigerator,0.1853,3.62,86.94,0,30.77,7+ days
onion,refrigerator,0.6071,4.56,91.97,0,48.72,7+ days
onion,room_temp,0.0959,18.79,45.91,0,10.94,7+ days
onion,room_temp,0.4096,37.27,93.62,0,11.81,7+ days
onion,room_temp,0.0251,39.69,85.91,0,11.02,7+ days
onion,refrigerator,0.1038,3.04,83.76,0,28.78,7+ days
onion,freezer,0.9231,-15.01,59.75,0,226.75,7+ days
onion,refrigerator,0.141,2.44,88.89,0,22.47,7+ days
onion,freezer,0.87,-18.02,60.98,0,230.68,7+ days
onion,refrigerator,0.8057,7.36,82.05,0,75.88,7+ days
onion,room_temp,0.3354,34.7,92.75,0,17.15,7+ days
onion,room_temp,0.4263,24.05,48.43,0,20.58,7+ days
onion,freezer,0.5814,-18.58,56.21,0,166.84,7+ days
onion,room_temp,0.1159,37.34,51.98,0,11.52,7+ days
onion,room_temp,0.4651,29.56,94.97,0,14.09,7+ days
onion,room_temp,0.312,29.91,91.44,0,21.03,7+ days
onion,room_temp,0.4642,29.67,89.84,0,22.77,7+ days
onion,refrigerator,0.2448,3.87,92.47,0,31.23,7+ days
onion,room_temp,0.16,39.49,78.46,0,13.77,7+ days
onion,refrigerator,0.2437,5.97,88.57,0,24.18,7+ days
onion,room_temp,0.4937,37.15,91.95,0,14.42,7+ days
onion,refrigerator,0.1886,5.94,83.29,0,36.54,7+ days
onion,freezer,0.6564,-11.19,67.4,0,206.21,7+ days
onion,room_temp,0.2705,21.2,74.88,0,14.98,7+ days
onion,room_temp,0.4381,25.47,69.93,0,14.84,7+ days
onion,room_temp,0.5845,31.12,74.36,0,27.24,7+ days
onion,room_temp,0.4061,29.02,88.27,0,13.46,7+ days
onion,room_temp,0.1941,37.1,56.1,0,12.22,7+ days
onion,room_temp,0.3921,19.66,89.55,0,17.33,7+ days
onion,refrigerator,0.2223,4.22,94.38,0,33.48,7+ days
onion,room_temp,0.1889,36.75,83.5,0,18.55,7+ days
onion,room_temp,0.088,23.52,46.75,0,10.21,7+ days
onion,freezer,0.7096,-12.34,66.28,0,202.49,7+ days
onion,room_temp,0.3176,37.16,37.37,0,15.13,7+ days
onion,room_temp,0.1843,18.98,75.45,0,12.8,7+ days
onion,room_temp,0.3033,38.15,76.46,0,18.23,7+ days
onion,refrigerator,0.1395,7.82,93.68,0,21.5,7+ days
onion,freezer,0.8784,-16.99,54.86,0,242.74,7+ days
onion,room_temp,0.0321,32.64,39.21,0,6.82,4-7 days
onion,room_temp,0.4169,34.82,88.21,0,15.69,7+ days
onion,freezer,0.7872,-12.09,51.59,0,170.5,7+ days
onion,refrigerator,0.5684,4.47,94.8,0,33.09,7+ days
onion,freezer,0.7301,-18.71,60.93,0,178.27,7+ days
onion,refrigerator,0.3864,3.82,87.48,0,33.66,7+ days
onion,refrigerator,0.5973,6.5,90.3,0,54.2,7+ days
onion,room_temp,0.2888,28.75,57.47,0,17.68,7+ days
onion,refrigerator,0.4299,6.72,93.17,0,49.54,7+ days
onion,room_temp,0.5424,31.97,52.94,0,27.79,7+ days
onion,room_temp,0.3171,39.42,94.08,0,18.61,7+ days
onion,room_temp,0.1413,18.72,94.73,0,13.53,7+ days
onion,room_temp,0.0896,36.61,87.98,0,13.99,7+ days
onion,refrigerator,0.7165,7.19,91.74,0,55.67,7+ days
onion,refrigerator,0.3457,2.39,91.43,0,26.11,7+ days
onion,refrigerator,0.7738,7.56,88.82,0,72.99,7+ days
onion,room_temp,0.4913,29.91,85.53,0,19.13,7+ days
onion,room_temp,0.0221,33.43,80.4,0,6.3,4-7 days
onion,room_temp,0.2386,38.65,36.75,0,16.89,7+ days
onion,refrigerator,0.7122,6.09,81.13,0,54.65,7+ days
onion,refrigerator,0.5482,2.52,90.08,0,57.69,7+ days
onion,refrigerator,0.3733,6.98,81.28,0,26.51,7+ days
onion,room_temp,0.1913,30.36,60.99,0,17.77,7+ days
onion,room_temp,0.3329,19.58,48.37,0,22.89,7+ days
onion,freezer,0.741,-15.38,52.72,0,128.49,7+ days
onion,refrigerator,0.7668,7.87,80.26,0,64.13,7+ days
onion,refrigerator,0.3631,3.22,91.74,0,39.31,7+ days
onion,freezer,0.8729,-11.12,50.41,0,226.77,7+ days
onion,freezer,0.5113,-14.54,58.32,0,108.47,7+ days
onion,freezer,0.8282,-12.1,60.99,0,141.9,7+ days
onion,room_temp,0.2533,31.77,81.46,0,16.28,7+ days
onion,room_temp,0.2646,27.58,84.45,0,18.94,7+ days
onion,room_temp,0.1041,29.22,49.99,0,15.2,7+ days
onion,freezer,0.8097,-15.19,51.81,0,215.56,7+ days
onion,room_temp,0.202,28.72,56.65,0,20.65,7+ days
onion,room_temp,0.471,20.11,51.22,0,18.01,7+ days
onion,room_temp,0.2163,21.25,84.27,0,18.01,7+ days
onion,refrigerator,0.5959,3.4,94.89,0,50.85,7+ days
onion,refrigerator,0.7503,3.58,81.81,0,73.48,7+ days
onion,refrigerator,0.138,4.18,81.13,0,28.97,7+ days
onion,refrigerator,0.8001,5.46,90.34,0,77.43,7+ days
